source,title,summary,published,link
Российская газета,"Забравший 1000 жизней ""адский корабль"" обнаружен спустя 80 лет","Исследователи из Мемориального фонда ""Адские корабли"" и морские археологи, занимающиеся поиском затонувших судов времен Второй мировой войны, <a href=""https://arkeonews.net/wwii-hellship-hofuku-maru-war-grave-of-more-than-1000-pows-found-off-the-"" rel=""noopener noreferrer"" target=""_blank"">обнаружили </a>место гибели японского транспортника ""Хофуку Мару"". Обломки были найдены на глубине 50 метров у филиппинского острова Лусон.","Mon, 15 Jun 2026 18:04:06 +0300",https://rodina-history.ru/2026/06/15/zabravshij-1000-zhiznej-adskij-korabl-obnaruzhen-spustia-80-let.html
Российская газета,Россия победила в арбитраже по прибрежным правам в Черном и Азовском морях,"Постоянная палата третейского суда (ППТС) в Гааге в понедельник огласила окончательное решение по разбирательству между Россией и Украиной по правам прибрежного государства в Керченском проливе, Азовском море и водах Черного моря вокруг Крыма. Об этом сообщило Министерство иностранных дел Российской Федерации.","Mon, 15 Jun 2026 18:03:01 +0300",https://rg.ru/2026/06/15/rossiia-pobedila-v-arbitrazhe-po-pribrezhnym-pravam-v-chernom-i-azovskom-moriah.html
Российская газета,Рекордный мегамазер помог увидеть молодую Вселенную,"Международная группа астрономов зарегистрировала самый далекий из известных <a href=""https://phys.org/news/2026-06-south-african-telescope-recordbreaking-early.html"" rel=""noopener noreferrer"" target=""_blank"">гидроксильных мегамазеров</a> - мощный космический источник микроволнового излучения. Сигнал пришел с расстояния более 8 миллиардов световых лет, позволяя увидеть Вселенную такой, какой она была менее чем через шесть миллиардов лет после Большого взрыва.","Mon, 15 Jun 2026 18:01:19 +0300",https://rg.ru/2026/06/15/rekordnyj-megamazer.html
Российская газета,"В Волгоградской области женщина умерла, увидев, как муж убил их сына","В поселке Городище Волгоградской области женщина скончалась, когда муж убил на ее глазах их общего сына. Об этом <a href=""https://max.ru/id3444182862_gos/AZ7LGWqTJc8"" rel=""noopener noreferrer"" target=""_blank"">сообщает</a> пресс-служба СУ Следственного комитета по Волгоградской области.","Mon, 15 Jun 2026 18:00:05 +0300",https://rg.ru/2026/06/15/reg-ufo/v-volgogradskoj-oblasti-zhenshchina-umerla-uvidev-kak-muzh-ubil-ih-syna.html
Российская газета,Пожар на месте падения бомбардировщика Ту-22М3 в Иркутской области локализован,"В понедельник самолет Воздушно-космических сил России Ту-22М3 <a href=""https://rg.ru/2026/06/15/bombardirovshchik-tu-22m3-poterpel-krushenie-v-irkutskoj-oblasti.html"" rel=""noopener noreferrer"" target=""_blank"">упал</a> на территории Иркутской области. По предварительной информации, жертв нет. ""РГ"" выяснила, что известно о ЧП на данный момент.","Mon, 15 Jun 2026 17:59:30 +0300",https://rg.ru/2026/06/15/reg-sibfo/pozhar-na-meste-padeniia-bombardirovshchika-tu-22m3-v-irkutskoj-oblasti-lokalizovan.html
Российская газета,АВТОТОР представил новые электромобили на международном турфоруме «Путешествуй!»,"АВТОТОР принял участие в VI Международном туристическом форуме-фестивале ""Путешествуй!"", который прошел с 10 по 14 июня на территории ВДНХ в Москве","Mon, 15 Jun 2026 17:58:09 +0300",https://rg.ru/2026/06/15/avtotor-predstavil-novye-elektromobili-na-mezhdunarodnom-turforume-puteshestvuj.html
Российская газета,"Как собрать чемодан в отпуск - список вещей, ручная кладь и багаж","Как собрать чемодан в отпуск и не переплатить за багаж: список вещей, правила ручной клади, ограничения авиакомпаний, жидкости, лекарства и полезные советы.","Mon, 15 Jun 2026 17:57:08 +0300",https://rg.ru/2026/06/15/kak-sobrat-chemodan-v-otpusk-spisok-veshchej-ruchnaia-klad-i-bagazh.html
Российская газета,Рособрнадзор объявил предостережения сразу 19 российским вузам,Федеральная служба по надзору в сфере образования и науки объявила сразу 19 российским вузам предостережения. Информация об этом появилась на официальном сайте Рособрнадзора.,"Mon, 15 Jun 2026 17:54:06 +0300",https://rg.ru/2026/06/15/rosobrnadzor-obiavil-predosterezheniia-srazu-19-rossijskim-vuzam.html
Российская газета,Пещера с сотнями рисунков поведала о ритуалах неолита,"На востоке Турции обнаружена пещера с более чем сотней изображений людей, животных и геометрических символов. По мнению археологов, она могла использоваться как <a href=""http://www.thehistoryblog.com/archives/76301"" rel=""noopener noreferrer"" target=""_blank"">ритуальное место</a> на протяжении многих веков, а возможно, и тысячелетий.","Mon, 15 Jun 2026 17:53:35 +0300",https://rg.ru/2026/06/15/ritualy-neolita.html
Российская газета,Россия остается страной для сезонного летнего отдыха,"Около 40% перелетов по России приходится на период каникул, рассказали в ""Авиасейлс"". Несмотря на рост популярности арктического туризма, Россия остается страной сезонного летнего отдыха. Эксперты считают, что на фоне повышения интереса к путешествиям внутри страны этот сезон может растянуться.","Mon, 15 Jun 2026 17:49:01 +0300",https://rg.ru/2026/06/15/rossiia-ostaetsia-stranoj-dlia-sezonnogo-letnego-otdyha.html
Российская газета,Грациозная рысь попала в видеоловушку в Пензенской области,"Краснокнижную рысь зафиксировали фотоловушки в Пензенской области. Любопытные кадры в соцсетях <a href=""https://vk.com/public_minlespnz?w=wall-186187804_11314"" rel=""noopener noreferrer"" target=""_blank"">опубликовало</a> региональное министерство лесного, охотничьего хозяйства и природопользования.","Mon, 15 Jun 2026 17:47:38 +0300",https://rg.ru/2026/06/15/reg-pfo/gracioznaia-rys-popala-v-videolovushku-v-penzenskoj-oblasti.html
Российская газета,Как сделка США с Ираном отразится на экспорте нефти из России,"Срок действия временного разрешения (лицензии) США для третьих стран на покупку российской нефти истекает в ночь с 16 на 17 июня. Лицензия продлевалась уже дважды сроком на месяц, в апреле и мае этого года, но теперь есть все основания сомневаться в ее дальнейшей пролонгации. Хотя возможны варианты.","Mon, 15 Jun 2026 17:46:45 +0300",https://rg.ru/2026/06/15/bochki-v-dole.html
Российская газета,"Умерла 35-летняя звезда сериала ""Клюквенный щербет"" Эдже Иртем","Популярная турецкая актриса Эдже Иртем, известная по роли Ишил в сериале ""Клюквенный щербет"", скончалась 15 июня в возрасте 35 лет. Как сообщают турецкие СМИ, причиной смерти артистки стал сердечный приступ.","Mon, 15 Jun 2026 17:46:08 +0300",https://rg.ru/2026/06/15/umerla-35-letniaia-zvezda-seriala-kliukvennyj-shcherbet-edzhe-irtem.html
